Category,Type,Year,Module name,Unclocked by Tech,Tech Name,,Module Loc Name,Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resources,,,,,,,
,,,,,Long,Short,,"Reliability, %",Hardness,Hard attack,"Hard attack, %",Soft attack,"Soft attack, %",Breakthrough,"Breakthrough, %",Defence,"Defence, %",Armor,"Armor, %",Piercing,"Piercing, %",Max speed,"Max speed, %",Recon,"Recon, %",Entrenchment,Supply consumption,"Supply consumption, %",Fuel consumption,"Fuel consumption, %",Air Attack,"Air Attack, %",Production cost,"Production cost, %",Dismantling cost,Electricity,Construction metals,Light metals,Rare-earth metals,Nuclear materials,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gun-ATGM Launcher,1960,Gun-ATGM Launcher,Gun-ATGM Launcher,,Gun-ATGM Launcher,tank_atgm_launcher_cannon,-0.3,,,0.125,,0.125,,,,,,,,0.2,-0.6,,,,,,,,,,,5.2,,0.3,,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heavy MBT Guns,1990,Early Heavy MBT Gun,Early Heavy MBT Gun,,Heavy MBT Gun I,tank_mbt_heavy_cannon0,-0.4,,,0.25,,0.25,,,,,,,,0.4,-0.8,,,,,,,,,,,7.5,,0.3,,4,,,,,,
,,2000,Modernized Heavy MBT Gun,Modernized Heavy MBT Gun,,Heavy MBT Gun II,tank_mbt_heavy_cannon1,-0.35,,,0.3,,0.3,,,,,,,,0.45,-0.8,,,,,,,,,,,8.1,,0.3,,4,,,,,,
,,2010,Advanced Heavy MBT Gun,Advanced Heavy MBT Gun,,Heavy MBT Gun III,tank_mbt_heavy_cannon2,-0.35,,,0.35,,0.35,,,,,,,,0.5,-0.8,,,,,,,,,,,8.6999999999999993,,0.3,,4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Low-Pressure Guns,1950,Post-WWII Low-Pressure Gun,Post-WWII Low-Pressure Gun,,Low-Pressure Gun I,tank_low_p_cannon0,-0.1,,,-0.35,,-0.35,,,,,,,,-0.2,-0.2,,,,,,,,,,,2,,0.2,,1,,,,,,
,,1960,Early Cold War Low-Pressure Gun,Early Cold War Low-Pressure Gun,,Low-Pressure Gun II,tank_low_p_cannon1,-0.1,,,-0.3,,-0.3,,,,,,,,-0.185,-0.2,,,,,,,,,,,2.2999999999999998,,0.2,,1,,,,,,
,,1970,Mid-Cold War Low-Pressure Gun,Mid-Cold War Low-Pressure Gun,,Low-Pressure Gun III,tank_low_p_cannon2,-0.1,,,-0.25,,-0.25,,,,,,,,-0.17,-0.2,,,,,,,,,,,2.5999999999999996,,0.2,,1,,,,,,
,,1990,Early Modern Low-Pressure Gun,Early Modern Low-Pressure Gun,,Low-Pressure Gun IV,tank_low_p_cannon3,-0.1,,,-0.2,,-0.2,,,,,,,,-0.14000000000000001,-0.3,,,,,,,,,,,2.8999999999999995,,0.2,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Type,Year,Module name,Unclocked by Tech,Tech Name,,Module Loc Name,Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resources,,,,,,,
,,,,,Long,Short,,"Reliability, %",Hardness,Hard attack,"Hard attack, %",Soft attack,"Soft attack, %",Breakthrough,"Breakthrough, %",Defence,"Defence, %",Armor,"Armor, %",Piercing,"Piercing, %",Max speed,"Max speed, %",Recon,"Recon, %",Entrenchment,Supply consumption,"Supply consumption, %",Fuel consumption,"Fuel consumption, %",Air Attack,"Air Attack, %",Production cost,"Production cost, %",Dismantling cost,Electricity,Construction metals,Light metals,Rare-earth metals,Nuclear materials,,,
Primary Tank Ammo,Armor Piercing,1939,AP Ammunition,AP Ammunition,,AP Ammo I,ap_0p,,,20,,,,,,,,,,150,,,,,,,,,,,,,0.25,,0.05,,,,,,,,
,,1942,APCR Ammunition,APCR Ammunition,,AP Ammo II,ap_1p,,,30,,,,,,,,,,200,,,,,,,,,,,,,0.5,,0.05,,,,,,,,
,,1950,APDS Ammunition,APDS Ammunition,,AP Ammo III,ap_2p,,,40,,,,,,,,,,250,,,,,,,,,,,,,0.75,,0.05,,,,,,,,
,,1960,APFSDS Ammunition,APFSDS Ammunition,,AP Ammo IV,ap_3p,,,50,,,,,,,,,,300,,,,,,,,,,,,,1,,0.05,,,,,,,,
,,1970,Elongated APFSDS Ammunition,Elongated APFSDS Ammunition,,AP Ammo V,ap_4p,,,60,,,,,,,,,,375,,,,,,,,,,,,,1.25,,0.05,,,,,,,,
,,1980,Advanced APFSDS Ammunition,Advanced APFSDS Ammunition,,AP Ammo VI,ap_5p,,,70,,,,,,,,,,450,,,,,,,,,,,,,1.5,,0.05,,,,,,,,
,,1990,Early Modern APFSDS Ammunition,Early Modern APFSDS Ammunition,,AP Ammo VII,ap_6p,,,80,,,,,,,,,,550,,,,,,,,,,,,,1.75,,0.05,,,,,,,,
,,2000,Modern APFSDS Ammunition,Modern APFSDS Ammunition,,AP Ammo VIII,ap_7p,,,90,,,,,,,,,,650,,,,,,,,,,,,,2,,0.05,,,,,,,,
,,2015,Advanced Modern APFSDS Ammunition,Advanced Modern APFSDS Ammunition,,AP Ammo IX,ap_8p,,,100,,,,,,,,,,775,,,,,,,,,,,,,2.25,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Armor Piercing DU,1980,Advanced DU APFSDS Ammunition,Advanced DU APFSDS Ammunition,,AP DU Ammo I,ap_du_1p,,,78,,,,,,,,,,500,,,,,,,,,,,,,1.8,,0.05,,,,,,,,
,,1990,Early Modern DU APFSDS Ammunition,Early Modern DU APFSDS Ammunition,,AP DU Ammo II,ap_du_2p,,,88,,,,,,,,,,600,,,,,,,,,,,,,2.0499999999999998,,0.05,,,,,,,,
,,2000,Modern DU APFSDS Ammunition,Modern DU APFSDS Ammunition,,AP DU Ammo III,ap_du_3p,,,98,,,,,,,,,,700,,,,,,,,,,,,,2.2999999999999998,,0.05,,,,,,,,
,,2015,Advanced Modern DU APFSDS Ammunition,Advanced Modern DU APFSDS Ammunition,,AP DU Ammo IV,ap_du_4p,,,108,,,,,,,,,,825,,,,,,,,,,,,,2.5499999999999998,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HEAT,1942,WWII HEAT Ammunition,Mid-WWII HEAT Ammunition,,HEAT Ammo I,heat_0p,,,25,,5,,,,,,,,200,,,,,,,,,,,,,0.75,,0.05,,,,,,,,
,,1950,Post-WWII HEAT Ammunition,Post-WWII HEAT Ammunition,,HEAT Ammo II,heat_1p,,,35,,7.5,,,,,,,,300,,,,,,,,,,,,,1,,0.05,,,,,,,,
,,1960,Early Cold War HEAT Ammunition,Early Cold War HEAT Ammunition,,HEAT Ammo III,heat_2p,,,45,,10,,,,,,,,400,,,,,,,,,,,,,1.25,,0.05,,,,,,,,
,,1970,Mid-Cold War HEAT Ammunition,Mid-Cold War HEAT Ammunition,,HEAT Ammo IV,heat_3p,,,55,,12.5,,,,,,,,415,,,,,,,,,,,,,1.5,,0.05,,,,,,,,
,,1980,Late Cold War HEAT Ammunition,Late Cold War HEAT Ammunition,,HEAT Ammo V,heat_4p,,,65,,15,,,,,,,,430,,,,,,,,,,,,,1.75,,0.05,,,,,,,,
,,1990,Early Modern HEAT Ammunition,Early Modern HEAT Ammunition,,HEAT Ammo VI,heat_5p,,,75,,17.5,,,,,,,,445,,,,,,,,,,,,,2,,0.05,,,,,,,,
,,2000,Modern HEAT Ammunition,Modern HEAT Ammunition,,HEAT Ammo VII,heat_6p,,,85,,20,,,,,,,,460,,,,,,,,,,,,,2.25,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HEAT DU,1985,Late Cold War DU HEAT Ammunition,Late Cold War DU HEAT Ammunition,,DU HEAT Ammo I,heat_du_1p,,,67,,12.5,,,,,,,,475,,,,,,,,,,,,,2.0499999999999998,,0.05,,,,,,,,
,,1995,Early Modern DU HEAT Ammunition,Early Modern DU HEAT Ammunition,,DU HEAT Ammo II,heat_du_2p,,,77,,15,,,,,,,,490,,,,,,,,,,,,,2.2999999999999998,,0.05,,,,,,,,
,,2005,Modern DU HEAT Ammunition,Modern DU HEAT Ammunition,,DU HEAT Ammo III,heat_du_3p,,,87,,17.5,,,,,,,,505,,,,,,,,,,,,,2.5499999999999998,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HEAT MP,1985,Late Cold War HEAT-MP Ammunition,Late Cold War HEAT-MP Ammunition,,HEAT-MP Ammo I,heat_mp_1p,,,57.5,,22.5,,,,,,,,400,,,,,,,,,,,,,,,0.05,,,,,,,,
,,1995,Early Modern HEAT-MP Ammunition,Early Modern HEAT-MP Ammunition,,HEAT-MP Ammo II,heat_mp_2p,,,62.5,,25,,,,,,,,410,,,,,,,,,,,,,,,0.05,,,,,,,,
,,2005,Modern HEAT-MP Ammunition,Modern HEAT-MP Ammunition,,HEAT-MP Ammo III,heat_mp_3p,,,67.5,,27.5,,,,,,,,420,,,,,,,,,,,,,,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HESH,1955,HESH Ammunition,HESH Ammunition,,HESH Ammo I,hesh_p,,,35,,12.5,,,,,,,,120,,,,,,,,,,,,,,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GL ATGM,1965,Early Cold War ATGM Ammunition,ATGM 1965,,GL ATGM Ammo I,gl_atgm_0p,,,75,,2.5,,,,,,,,400,,,,,,,,,,,,,,,0.05,,,,,,,,
,,1975,Mid-Cold War ATGM Ammunition,ATGM 1975,,GL ATGM Ammo II,gl_atgm_1p,,,85,,4,,,,,,,,500,,,,,,,,,,,,,,,0.05,,,,,,,,
,,1985,Late Cold War ATGM Ammunition,ATGM 1985,,GL ATGM Ammo III,gl_atgm_2p,,,95,,5.5,,,,,,,,600,,,,,,,,,,,,,,,0.05,,,,,,,,
,,1995,Early Modern ATGM Ammunition,ATGM 1995,,GL ATGM Ammo IV,gl_atgm_3p,,,105,,7,,,,,,,,700,,,,,,,,,,,,,,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HE,1942,WWII HE Ammunition,WWII HE Ammunition,,HE Ammo I,tank_he_0p,,,2.5,,10,,,,,,,,20,,,,,,,,,,,,,,,0.05,,,,,,,,
,,1955,Post-WWII HE Ammunition,Post-WWII HE Ammunition,,HE Ammo II,tank_he_1p,,,5,,15,,,,,,,,25,,,,,,,,,,,,,,,0.05,,,,,,,,
,,1970,Mid-Cold War HE Ammunition,Mid-Cold War HE Ammunition,,HE Ammo III,tank_he_2p,,,7.5,,20,,,,,,,,30,,,,,,,,,,,,,,,0.05,,,,,,,,
,,1985,Late Cold War HE Ammunition,Late Cold War HE Ammunition,,HE Ammo IV,tank_he_3p,,,10,,25,,,,,,,,35,,,,,,,,,,,,,,,0.05,,,,,,,,
,,2015,Modern HE Ammunition,Modern HE Ammunition,,HE Ammo V,tank_he_4p,,,12.5,,30,,,,,,,,40,,,,,,,,,,,,,,,0.05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heavy ATGM,1965,Early Cold War Heavy ATGM Ammunition,ATGM 1965,,Heavy ATGM Ammo I,h_atgm_0,,,,,3,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,
,,1975,Mid-Cold War Heavy ATGM Ammunition,ATGM 1975,,Heavy ATGM Ammo II,h_atgm_1,,,,,4.5,,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,
,,1985,Late Cold War Heavy ATGM Ammunition,ATGM 1985,,Heavy ATGM Ammo III,h_atgm_2,,,,,6,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,
,,1995,Early Modern Heavy ATGM Ammunition,ATGM 1995,,Heavy ATGM Ammo IV,h_atgm_3,,,,,7.5,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,
,,2005,Modern Heavy ATGM Ammunition,ATGM 2005,,Heavy ATGM Ammo V,h_atgm_4,,,,,9,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Tank Ammo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Tank Ammo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATGM Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Category,Type,Year,Module name,Unclocked by Tech,Tech Name,,Module Loc Name,Stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Long,Short,,"Reliability, %",Hardness,Hard attack,"Hard attack, %",Soft attack,"Soft attack, %",Breakthrough,"Breakthrough, %",Defence,"Defence, %",Armor,"Armor, %",Piercing,"Piercing, %",Max speed,"Max speed, %",Recon,"Recon, %",Entrenchment,Supply consumption,"Supply consumption, %",Fuel consumption,"Fuel consumption, %",Air Attack,"Air Attack, %",Production cost,"Production cost, %",Dismantling cost,Electricity,Construction metals,Light metals,Rare-earth metals,Nuclear materials,,,
Script-Owned [NEEDS REVIEW],"These 22 modules exist in 00_tank_modules.txt but have never had a balance-sheet row. Values below are read back from script as of this pass, not authored here. Decide per family: add to the workbook, or declare script-owned and stop treating the sheet as complete.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,flamethrower,,,,flamethrower,-5%,,,,5,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.5; conversion=module_category=tank_small_main_armament,convert_cost_ic=0.5; operations=add=build_cost_ic:0.5,reliability:-0.05,soft_attack:5; exclusions=category,eligibility,abbreviation,display",,
,Anti-Air Cannons,,tank_anti_air_cannon,,,,tank_anti_air_cannon,-10%,,2,,6,,,,,,,,10,,,,,,,,,,,18,,2,,1,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=1.0; conversion=none; operations=add=air_attack:18,ap_attack:10,build_cost_ic:2,hard_attack:2,reliability:-0.1,soft_attack:6; exclusions=category,eligibility,abbreviation,display",,
,,,tank_anti_air_cannon_2,,,,tank_anti_air_cannon_2,-10%,,5,,8,,,,,,,,18,,,,,,,,,,,32,,3,,1,,2,,1,,"parent=tank_anti_air_cannon; unlock=nsb_aiming_devices2@1955; xp_cost=present; dismantle_cost_ic=1.0; conversion=none; operations=add=air_attack:32,ap_attack:18,build_cost_ic:3,hard_attack:5,reliability:-0.1,soft_attack:8; resources=steel:2,tungsten:1; exclusions=category,eligibility,abbreviation,display",,
,,,tank_anti_air_cannon_3,,,,tank_anti_air_cannon_3,-10%,,5,,10,,,,,,,,24,,,,,,,,,,,46,,4,,1,,3,,1,,"parent=tank_anti_air_cannon_2; unlock=nsb_aiming_devices4@1985; xp_cost=present; dismantle_cost_ic=1.0; conversion=none; operations=add=air_attack:46,ap_attack:24,build_cost_ic:4,hard_attack:5,reliability:-0.1,soft_attack:10; resources=steel:3,tungsten:1; exclusions=category,eligibility,abbreviation,display",,
,Other,,tank_gasoline_engine,,,,tank_gasoline_engine,,,,,,,,,,,,,,,0.5,15%,,,,,,2,,,,1,,0.5,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=absent; dismantle_cost_ic=absent; conversion=none; operations=add=build_cost_ic:1,fuel_consumption:2,maximum_speed:0.5; multiply=maximum_speed:0.15; exclusions=category,eligibility,abbreviation,display",,
,Turrets & Superstructures,,pintle_turret,,,,pintle_turret,5%,,,,,,,-10%,,,,,,,,,,,,,,,,,,0.5,,0.25,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.25; conversion=none; operations=add=build_cost_ic:0.5,reliability:0.05; multiply=breakthrough:-0.1; exclusions=category,eligibility,abbreviation,display",,
,,,light_lp_turret,,,,light_lp_turret,10%,,,,,,,,,5%,,,,,,,,,,,,,,,,1.25,,0.625,,,,,,"parent=pintle_turret; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.625; conversion=none; operations=add=build_cost_ic:1.25,reliability:0.1; multiply=defense:0.05; exclusions=category,eligibility,abbreviation,display",,
,,,light_turret,,,,light_turret,15%,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.5,,,,,,"parent=light_lp_turret; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.5; conversion=none; operations=add=build_cost_ic:1,reliability:0.15; exclusions=category,eligibility,abbreviation,display",,
,,,lp_turret,,,,lp_turret,10%,,,,,,,,,10%,,,,,,,,,,,,,,,,1.5,,0.75,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.75; conversion=none; operations=add=build_cost_ic:1.5,reliability:0.1; multiply=defense:0.1; exclusions=category,eligibility,abbreviation,display",,
,,,conventional_turret,,,,conventional_turret,15%,,,,,,,5%,,,,,,,,,,,,,,,,,,1.5,,0.75,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.75; conversion=none; operations=add=build_cost_ic:1.5,reliability:0.15; multiply=breakthrough:0.05; exclusions=category,eligibility,abbreviation,display",,
,,,oscillating_turret,,,,oscillating_turret,5%,,,,,,,10%,,,,,,,,,,,,,,,,,,1.75,,0.875,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.75; conversion=none; operations=add=build_cost_ic:1.5,reliability:0.05; multiply=breakthrough:0.1; exclusions=category,eligibility,abbreviation,display",,
,,,open_gun,,,,open_gun,10%,,,,,,,-20%,,-10%,,,,,,,,,,,,,,,,0.5,,0.25,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.25; conversion=none; operations=add=build_cost_ic:0.5,reliability:0.1; multiply=breakthrough:-0.2,defense:-0.1; exclusions=category,eligibility,abbreviation,display",,
,,,medium_open_gun,,,,medium_open_gun,10%,,,,,,,-20%,,-10%,,,,,,,,,,,,,,,,0.75,,0.375,,,,,,"parent=open_gun; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.375; conversion=none; operations=add=build_cost_ic:0.75,reliability:0.1; multiply=breakthrough:-0.2,defense:-0.1; exclusions=category,eligibility,abbreviation,display",,
,,,heavy_open_gun,,,,heavy_open_gun,10%,,,,,,,-20%,,-10%,,,,,,,,,,,,,,,,1,,0.5,,,,,,"parent=medium_open_gun; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.5; conversion=none; operations=add=build_cost_ic:1,reliability:0.1; multiply=breakthrough:-0.2,defense:-0.1; exclusions=category,eligibility,abbreviation,display",,
,,,external_gun,,,,external_gun,5%,,,,,,,-5%,,10%,,,,,,,,,,,,,,,,1.25,,0.625,,,,,,"parent=open_gun; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.625; conversion=none; operations=add=build_cost_ic:1.25,reliability:0.05; multiply=breakthrough:-0.05,defense:0.1; exclusions=category,eligibility,abbreviation,display",,
,,,fixed_superstructure,,,,fixed_superstructure,20%,,,,,,,-15%,,5%,,,,,,,,,,,,,,,,0.75,,0.375,,,,,,"parent=external_gun; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.375; conversion=none; operations=add=build_cost_ic:0.75,reliability:0.2; multiply=breakthrough:-0.15,defense:0.05; exclusions=category,eligibility,abbreviation,display",,
,,,medium_fixed_superstructure,,,,medium_fixed_superstructure,20%,,,,,,,-15%,,5%,,,,,,,,,,,,,,,,1,,0.5,,,,,,"parent=external_gun; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.5; conversion=none; operations=add=build_cost_ic:1,reliability:0.2; multiply=breakthrough:-0.15,defense:0.05; exclusions=category,eligibility,abbreviation,display",,
,,,heavy_fixed_superstructure,,,,heavy_fixed_superstructure,20%,,,,,,,-15%,,5%,,,,,,,,,,,,,,,,1.25,,0.625,,,,,,"parent=external_gun; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.625; conversion=none; operations=add=build_cost_ic:1.25,reliability:0.2; multiply=breakthrough:-0.15,defense:0.05; exclusions=category,eligibility,abbreviation,display",,
,Secondary Turrets [NEW THIS PASS],,cwic_coaxial_mg,,,,cwic_coaxial_mg,-0.5%,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.25,,0.125,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.125; conversion=none; operations=add=build_cost_ic:0.25,soft_attack:0.5; exclusions=category,eligibility,abbreviation,display",,
,,,cwic_hull_mg,,,,cwic_hull_mg,-0.5%,,,,0.5,,,,0.25,,,,,,,,,,,,,,,,,0.35,,0.175,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.175; conversion=none; operations=add=build_cost_ic:0.35,defense:0.5,soft_attack:0.5; exclusions=category,eligibility,abbreviation,display",,
,,,cwic_secondary_hmg,,,,cwic_secondary_hmg,-1%,,0.25,,1,,,,,,,,,,,,,,,,,,,,,0.75,,0.375,,,,,,"parent=none; unlock=nsb_iw_armored_vehicles@1918; xp_cost=present; dismantle_cost_ic=0.375; conversion=none; operations=add=build_cost_ic:0.75,hard_attack:0.25,soft_attack:1; exclusions=category,eligibility,abbreviation,display",,
,,,cwic_secondary_autocannon,,,,cwic_secondary_autocannon,-2.5%,,1,,2,,,,,,,,2,,,,,,,,,,,,,1.5,,0.75,,,,,,"parent=none; unlock=nsb_aiming_devices2@1955; xp_cost=present; dismantle_cost_ic=0.75; conversion=none; operations=add=ap_attack:2,build_cost_ic:1.5,hard_attack:1,reliability:-0.025,soft_attack:2; exclusions=category,eligibility,abbreviation,display",,

Coverage [STATUS],,,,,,,As of the 2026-09-05 verification pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hulls,,25 rows,,,,VERIFIED - 200/200 stat cells match script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All module sections,,224 rows,,,,VERIFIED - 1224/1224 stat cells match script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Script-owned modules,,22 rows,,,,"NO BALANCE ROW - listed above, needs a decision",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mechanized,,18 rows,,,,OUT OF SCOPE for the tank designer pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
